time,low,high,open,close,volume
2021-12-23 05:00:00,48254.5,48566.48,48386.97,48376.61,11.23479228
2021-12-23 06:00:00,48287.8,48527.63,48376.61,48527.63,8.22073828
2021-12-23 07:00:00,48064.34,48502.0,48476.19,48120.91,14.62460986
2021-12-23 08:00:00,48086.69,48358.33,48095.65,48320.27,11.70501321
2021-12-23 09:00:00,48163.05,48417.68,48344.93,48380.07,15.03937503
2021-12-23 10:00:00,48208.25,48462.26,48375.03,48425.5,13.97966388
2021-12-23 11:00:00,48237.4,48539.32,48456.71,48378.06,8.23118708
2021-12-23 12:00:00,48328.98,48795.74,48428.55,48624.9,20.73990548
2021-12-23 13:00:00,48606.33,48858.05,48673.65,48606.33,13.15536551
2021-12-23 14:00:00,48475.9,48694.33,48622.68,48609.22,9.25661537
2021-12-23 15:00:00,48574.45,48846.7,48604.96,48846.7,13.31467291
2021-12-23 16:00:00,48675.78,49167.85,48835.96,49161.06,21.35575274
2021-12-23 17:00:00,49006.52,50160.58,49140.5,50067.13,44.92394944
2021-12-23 18:00:00,50063.36,50773.9,50063.36,50586.56,27.76420815
2021-12-23 19:00:00,50506.61,51390.46,50586.56,51105.0,52.57399624
2021-12-23 20:00:00,50726.79,51161.73,51101.46,50937.39,29.36601663
2021-12-23 21:00:00,50633.94,50989.19,50954.03,50814.3,15.68724236
2021-12-23 22:00:00,50710.37,50978.87,50832.58,50753.94,16.69960511
2021-12-23 23:00:00,50533.22,50827.61,50769.59,50817.7,24.51712464
2021-12-24 00:00:00,50648.06,50970.3,50841.87,50881.35,11.78694087
2021-12-24 01:00:00,50867.2,51369.93,50881.39,51361.71,24.80657036
2021-12-24 02:00:00,51008.77,51503.68,51350.23,51058.15,11.63900539
2021-12-24 03:00:00,50876.46,51159.94,51064.98,51040.24,10.79447068
2021-12-24 04:00:00,50925.25,51100.64,51036.58,50943.04,7.02574652
2021-12-24 05:00:00,50843.25,51019.33,50933.5,50970.67,15.72741181
2021-12-24 06:00:00,50749.32,50980.94,50971.12,50853.53,11.03539752
2021-12-24 07:00:00,50824.16,51070.0,50857.02,51000.64,3.34564629
2021-12-24 08:00:00,50915.29,51183.5,50982.77,51059.9,9.82543535
2021-12-24 09:00:00,51052.55,51289.94,51069.13,51252.75,4.54301961
2021-12-24 10:00:00,51090.44,51255.18,51255.18,51179.73,8.81887172
2021-12-24 11:00:00,50873.07,51474.78,51192.21,50986.24,15.55548712
2021-12-24 12:00:00,50826.99,51081.68,51006.61,51019.62,10.33002986
2021-12-24 13:00:00,50879.7,51139.73,51014.33,51032.97,11.15322436
2021-12-24 14:00:00,50692.43,51231.7,51030.09,50761.99,15.01930031
2021-12-24 15:00:00,50406.22,50990.06,50735.34,50967.8,21.95571164
2021-12-24 16:00:00,50830.76,51227.94,50936.03,50920.76,14.77579525
2021-12-24 17:00:00,50743.34,51130.57,50963.74,51115.0,9.19265519
2021-12-24 18:00:00,51085.47,51658.25,51128.5,51633.79,15.34786819
2021-12-24 19:00:00,51099.46,51825.87,51658.25,51120.88,21.30439552
2021-12-24 20:00:00,50774.46,51228.9,51106.2,51107.56,19.36296156
2021-12-24 21:00:00,50854.49,51134.18,51131.29,50873.5,7.3346178
2021-12-24 22:00:00,50577.42,50937.36,50892.02,50775.12,13.63441394
2021-12-24 23:00:00,50495.89,50898.32,50768.53,50820.8,22.51130216
2021-12-25 00:00:00,50610.49,51057.29,50833.51,51040.56,12.20614392
2021-12-25 01:00:00,50849.3,51091.31,51060.95,50970.73,9.72886214
2021-12-25 02:00:00,50778.17,51125.76,50995.74,50778.17,7.8820734
2021-12-25 03:00:00,50713.47,50927.3,50811.48,50835.62,7.28670333
2021-12-25 04:00:00,50822.06,51037.9,50835.62,50910.47,7.19817805
2021-12-25 05:00:00,50862.37,50999.82,50900.5,50877.69,4.35440131
2021-12-25 06:00:00,50666.66,50985.33,50872.9,50947.46,7.96705867
2021-12-25 07:00:00,50833.53,51085.16,50944.08,50935.02,4.13617749
2021-12-25 08:00:00,50790.71,50961.42,50948.19,50891.71,3.6349786
2021-12-25 09:00:00,50796.59,51008.99,50876.84,50799.6,2.64163523
2021-12-25 10:00:00,50554.25,50832.35,50796.6,50629.46,12.65773906
2021-12-25 11:00:00,50583.08,50810.4,50616.8,50708.24,7.98202838
2021-12-25 12:00:00,50682.82,50931.33,50714.83,50804.53,7.90432661
2021-12-25 13:00:00,50648.02,50914.08,50791.45,50864.96,10.2277053
2021-12-25 14:00:00,50690.69,50875.15,50867.5,50745.99,4.87782373
2021-12-25 15:00:00,50653.42,50808.4,50745.43,50653.42,8.02791974
2021-12-25 16:00:00,50489.28,50779.59,50700.51,50607.25,7.09141571
2021-12-25 17:00:00,50163.15,50834.24,50608.48,50771.94,20.8662142
2021-12-25 18:00:00,50727.06,51142.85,50789.45,51055.59,16.95191191
2021-12-25 19:00:00,50811.84,51042.19,51042.19,50906.11,18.43603242
2021-12-25 20:00:00,50736.24,50979.78,50921.51,50871.55,8.24997535
2021-12-25 21:00:00,50843.46,51081.22,50871.74,50971.78,9.38082071
2021-12-25 22:00:00,50589.23,50977.23,50961.56,50592.24,13.36217911
2021-12-25 23:00:00,50350.0,50684.53,50580.79,50404.17,21.60167057
2021-12-26 00:00:00,50259.43,50568.1,50386.29,50387.3,14.0450201
2021-12-26 01:00:00,50345.35,50670.36,50361.62,50518.41,12.56548656
2021-12-26 02:00:00,49854.5,50553.45,50534.42,50008.94,25.7010944
2021-12-26 03:00:00,49631.19,50021.86,50021.85,49663.39,35.78587907
2021-12-26 04:00:00,49624.19,49897.38,49647.34,49844.11,8.36475244
2021-12-26 05:00:00,49813.43,49974.72,49836.92,49877.09,7.94763963
2021-12-26 06:00:00,49822.08,49950.72,49865.63,49877.15,6.55725258
2021-12-26 07:00:00,49728.49,49969.98,49910.9,49919.72,6.54797529
2021-12-26 08:00:00,49832.61,50089.85,49909.96,49880.21,9.50405749
2021-12-26 09:00:00,49845.01,50183.03,49877.75,50018.79,11.27238231
2021-12-26 10:00:00,49932.66,50108.93,50021.82,50077.05,8.44795242
2021-12-26 11:00:00,49434.02,50115.54,50082.54,49739.65,12.68286331
2021-12-26 12:00:00,49645.02,49955.51,49696.57,49871.51,7.07076866
2021-12-26 13:00:00,49778.56,49993.1,49886.95,49857.72,8.87515303
2021-12-26 14:00:00,49738.81,49943.11,49860.75,49915.4,3.83595362
2021-12-26 15:00:00,49891.48,50264.41,49917.49,50059.88,12.77725414
2021-12-26 16:00:00,50035.13,50406.25,50072.94,50283.94,12.83697063
2021-12-26 17:00:00,50167.56,50376.95,50313.89,50240.85,6.47525606
2021-12-26 18:00:00,50156.59,50400.56,50252.92,50370.41,10.645982
2021-12-26 19:00:00,50235.88,50461.03,50360.1,50364.79,6.58226838
2021-12-26 20:00:00,50267.75,50382.57,50352.49,50269.12,8.54474704
2021-12-26 21:00:00,49928.42,51039.38,50262.27,50811.43,22.88291735
2021-12-26 22:00:00,50785.48,51275.52,50805.86,50935.91,21.81656242
2021-12-26 23:00:00,50645.95,51042.4,50941.29,50787.71,20.77862748
2021-12-27 00:00:00,50570.58,50989.09,50789.78,50618.69,24.10922752
2021-12-27 01:00:00,50453.64,50821.53,50600.3,50791.95,13.63976228
2021-12-27 02:00:00,50682.8,50926.9,50794.81,50811.45,9.12525872
2021-12-27 03:00:00,50804.33,51138.2,50804.33,51006.72,22.0663002
2021-12-27 04:00:00,50876.15,51068.22,51005.99,51003.97,11.72113757
2021-12-27 05:00:00,50847.45,51017.27,51004.66,50847.58,14.29150324
2021-12-27 06:00:00,50733.89,50961.98,50863.5,50930.87,5.56862241
2021-12-27 07:00:00,50653.64,50978.92,50925.35,50691.41,13.23213744
2021-12-27 08:00:00,50546.1,50843.67,50678.52,50546.1,9.78309872
2021-12-27 09:00:00,50496.6,50799.94,50541.32,50795.75,16.42888938
2021-12-27 10:00:00,50685.53,50889.96,50809.11,50823.52,9.95323432
2021-12-27 11:00:00,50676.04,50869.94,50811.98,50757.34,7.509749
2021-12-27 12:00:00,50574.87,51188.42,50761.81,51118.78,17.65101033
2021-12-27 13:00:00,50982.53,51431.34,51143.04,51294.36,13.89635331
2021-12-27 14:00:00,51222.8,51687.48,51314.87,51509.99,25.04693486
2021-12-27 15:00:00,51373.72,51663.14,51529.02,51451.59,16.88446377
2021-12-27 16:00:00,51243.5,51514.59,51455.5,51480.38,9.11641248
2021-12-27 17:00:00,51445.92,52081.94,51481.1,51886.8,31.15755736
2021-12-27 18:00:00,51625.52,51939.08,51888.22,51694.73,18.0666642
2021-12-27 19:00:00,51196.35,51696.58,51685.92,51199.93,31.09262471
2021-12-27 20:00:00,50920.16,51352.75,51192.28,51220.81,23.77087045
2021-12-27 21:00:00,50941.43,51299.52,51234.89,50965.11,19.13424815
2021-12-27 22:00:00,50715.88,51226.63,50966.41,51021.27,12.25377057
2021-12-27 23:00:00,50630.23,51055.42,51036.25,50671.03,18.30924382
2021-12-28 00:00:00,50028.54,50708.03,50708.03,50355.66,49.72018778
2021-12-28 01:00:00,49631.19,50324.66,50324.66,49815.98,35.4388146
2021-12-28 02:00:00,49589.65,49948.67,49814.54,49772.1,29.84110525
2021-12-28 03:00:00,49492.93,49829.71,49751.62,49819.17,30.95980773
2021-12-28 04:00:00,48676.55,49790.08,49790.08,49022.69,68.95389525
2021-12-28 05:00:00,48966.77,49239.74,49033.06,49198.64,20.82821786
2021-12-28 06:00:00,49092.3,49333.08,49192.34,49201.78,21.8564739
2021-12-28 07:00:00,49056.43,49358.0,49190.62,49213.8,16.59804002
2021-12-28 08:00:00,49115.63,49446.67,49213.8,49372.2,17.67300788
2021-12-28 09:00:00,49028.88,49442.28,49372.2,49031.78,16.99004029
2021-12-28 10:00:00,48785.1,49171.63,49057.26,49028.84,31.02965834
2021-12-28 11:00:00,48905.82,49237.08,49026.85,49183.55,9.67425064
2021-12-28 12:00:00,49086.36,49373.12,49183.55,49098.43,12.90860024
2021-12-28 13:00:00,48975.04,49270.75,49105.15,49027.2,19.77027153
2021-12-28 14:00:00,48352.2,49147.45,49013.53,49085.87,35.37250779
2021-12-28 15:00:00,48895.05,49219.88,49059.41,48960.11,21.25092779
2021-12-28 16:00:00,48129.4,48965.07,48936.48,48619.32,45.91014068
2021-12-28 17:00:00,47675.69,48636.44,48630.26,48016.42,42.65557003
2021-12-28 18:00:00,47623.4,48014.54,48014.54,47790.98,28.49065637
2021-12-28 19:00:00,47294.83,47768.23,47747.46,47636.18,36.05264024
2021-12-28 20:00:00,47563.53,48040.29,47638.22,47759.43,28.17195498
2021-12-28 21:00:00,47499.25,47841.54,47786.05,47558.72,17.22741861
2021-12-28 22:00:00,47317.09,47725.61,47557.86,47686.04,9.99827176
2021-12-28 23:00:00,47513.75,47781.4,47726.39,47532.88,13.75387878
2021-12-29 00:00:00,47447.91,47846.91,47547.33,47768.59,7.82236767
2021-12-29 01:00:00,47700.86,47977.95,47767.96,47741.76,9.78196319
2021-12-29 02:00:00,47691.62,48037.98,47691.62,47963.99,5.40036103
2021-12-29 03:00:00,47923.95,48135.65,47964.01,48024.19,8.61355277
2021-12-29 04:00:00,47781.73,48064.82,48022.42,47793.48,10.99313848
2021-12-29 05:00:00,47762.61,47926.58,47809.0,47888.69,8.63789458
2021-12-29 06:00:00,47763.6,47982.41,47890.74,47833.94,6.30782788
2021-12-29 07:00:00,47536.82,47861.06,47831.8,47549.13,5.56288765
2021-12-29 08:00:00,47549.65,47828.95,47559.72,47697.07,3.97521968
2021-12-29 09:00:00,47418.33,48089.69,47690.22,47971.05,11.04533103
2021-12-29 10:00:00,47649.91,48002.72,48002.72,47694.46,4.82280202
2021-12-29 11:00:00,47520.88,47762.88,47731.82,47740.89,5.55536612
2021-12-29 12:00:00,46663.21,47765.84,47732.56,46858.69,38.9160917
2021-12-29 13:00:00,46589.46,47444.67,46817.88,47407.29,38.02885789
2021-12-29 14:00:00,47246.61,47902.15,47360.35,47844.92,25.56402979
2021-12-29 15:00:00,47743.56,48036.6,47803.02,47964.1,10.98767239
2021-12-29 16:00:00,47606.97,48050.98,47972.64,47717.86,11.06271982
2021-12-29 17:00:00,47487.6,47743.34,47710.35,47546.44,11.97845068
2021-12-29 18:00:00,47415.84,47777.63,47566.52,47545.69,11.21351928
2021-12-29 19:00:00,47035.17,47555.56,47548.23,47153.86,22.40466082
2021-12-29 20:00:00,47079.5,47713.53,47129.74,47358.54,11.57692954
2021-12-29 21:00:00,47078.64,47399.7,47379.67,47213.42,10.68613128
2021-12-29 22:00:00,47102.99,47485.54,47189.46,47279.86,13.06664357
2021-12-29 23:00:00,46097.67,47370.75,47291.46,46457.51,58.95932973
2021-12-30 00:00:00,45952.63,46853.14,46461.4,46712.0,62.55279507
2021-12-30 01:00:00,46444.0,46740.01,46697.7,46572.0,30.97365732
2021-12-30 02:00:00,46243.0,46664.72,46565.37,46632.49,19.54273738
2021-12-30 03:00:00,46470.93,46720.5,46625.37,46496.36,25.27253628
2021-12-30 04:00:00,46490.79,46931.16,46496.57,46716.46,24.17503827
2021-12-30 05:00:00,46579.79,46811.95,46698.44,46752.04,20.52645199
2021-12-30 06:00:00,46702.46,46952.71,46755.55,46901.98,16.39376067
2021-12-30 07:00:00,46829.98,47106.85,46901.8,46978.23,20.52179317
2021-12-30 08:00:00,46778.54,47189.91,46987.6,46805.52,18.42974295
2021-12-30 09:00:00,46736.67,46988.21,46814.04,46775.8,12.63846712
2021-12-30 10:00:00,46695.56,46970.14,46785.0,46957.26,10.82262735
2021-12-30 11:00:00,46895.77,47564.77,46949.91,47524.35,24.43826447
2021-12-30 12:00:00,47405.54,47721.7,47538.13,47518.47,35.02327239
2021-12-30 13:00:00,47311.27,47564.85,47518.42,47331.2,24.26059715
2021-12-30 14:00:00,47176.73,47444.1,47326.68,47389.9,23.70027328
2021-12-30 15:00:00,47120.52,47513.2,47383.04,47155.95,19.48354801
2021-12-30 16:00:00,47097.5,47652.55,47169.51,47589.94,24.22477766
2021-12-30 17:00:00,47482.23,47783.48,47607.44,47674.41,25.50099988
2021-12-30 18:00:00,47492.31,47898.9,47684.25,47875.18,29.01133325
2021-12-30 19:00:00,47515.58,47906.89,47878.15,47527.53,22.93745008
2021-12-30 20:00:00,47074.02,47689.95,47544.31,47231.71,21.83352505
2021-12-30 21:00:00,46927.99,47345.81,47247.07,47285.42,16.29375927
2021-12-30 22:00:00,46675.7,47326.53,47298.73,47073.4,26.23303709
2021-12-30 23:00:00,46952.19,47247.02,47103.02,47116.88,23.67441851
2021-12-31 00:00:00,46857.33,47378.84,47128.25,47080.24,38.75641847
2021-12-31 01:00:00,46853.14,47332.89,47102.73,47127.95,13.88175799
2021-12-31 02:00:00,46830.64,47085.08,47085.08,46967.7,11.990023
2021-12-31 03:00:00,46912.78,47263.15,46952.09,47187.59,8.87525375
2021-12-31 04:00:00,47141.55,47450.08,47187.6,47336.2,11.51380736
2021-12-31 05:00:00,47207.18,47409.42,47353.75,47255.07,9.87057391
2021-12-31 06:00:00,47159.76,47550.15,47253.0,47410.51,10.5407025
2021-12-31 07:00:00,46814.18,47445.74,47416.88,47167.16,92.0854343
2021-12-31 08:00:00,47074.23,48537.14,47164.7,48463.52,32.37909
2021-12-31 09:00:00,48249.67,48563.59,48458.57,48297.73,14.96529043
2021-12-31 10:00:00,47936.56,48461.67,48302.54,48027.73,19.64733566
2021-12-31 11:00:00,47913.56,48205.54,48043.51,47965.0,13.57676581
2021-12-31 12:00:00,47832.53,48104.89,47965.0,47970.81,8.9390219
2021-12-31 13:00:00,47882.1,48076.31,47981.71,47942.19,15.60036609
2021-12-31 14:00:00,47841.03,48137.15,47913.09,47984.42,11.48788319
2021-12-31 15:00:00,47869.9,48115.07,47994.47,47981.21,19.63729662
2021-12-31 16:00:00,47428.57,48111.6,47979.64,47483.98,17.91183073
2021-12-31 17:00:00,46885.83,47554.48,47462.47,47018.46,29.43726589
2021-12-31 18:00:00,46500.0,47018.56,47012.05,46646.95,43.6378138
2021-12-31 19:00:00,45670.82,46667.53,46647.72,45706.14,57.36208896
2021-12-31 20:00:00,45665.15,46203.69,45682.38,45873.95,18.16823765
2021-12-31 21:00:00,45785.22,46499.33,45885.75,46334.06,23.9795826
2021-12-31 22:00:00,46250.05,46566.23,46331.59,46305.79,11.23509778
2021-12-31 23:00:00,46147.1,46494.83,46306.59,46202.07,26.56214715
2022-01-01 00:00:00,46219.13,46716.19,46221.22,46665.22,13.84772624
2022-01-01 01:00:00,46574.09,46934.18,46649.08,46808.94,13.4225709
2022-01-01 02:00:00,46732.83,46924.9,46784.3,46816.01,5.46078571
2022-01-01 03:00:00,46763.24,46902.46,46812.85,46801.51,5.00608846
2022-01-01 04:00:00,46621.67,46866.26,46801.3,46699.76,10.27034532
2022-01-01 05:00:00,46673.31,47555.18,46700.75,47199.51,10.71567253
2022-01-01 06:00:00,46938.63,47320.27,47209.72,46986.16,9.15184786
2022-01-01 07:00:00,46914.96,47233.73,46998.81,47210.36,17.7485145
2022-01-01 08:00:00,47093.48,47345.05,47222.77,47093.48,3.96424709
2022-01-01 09:00:00,46950.65,47205.46,47070.5,47142.05,6.64052321
2022-01-01 10:00:00,46724.72,47281.61,47188.69,46863.54,12.69747143
2022-01-01 11:00:00,46763.46,47008.47,46884.35,46776.72,12.58194808
2022-01-01 12:00:00,46766.38,47141.94,46797.92,47122.92,7.0890498
2022-01-01 13:00:00,46945.68,47190.88,47134.93,47029.17,10.77622627
2022-01-01 14:00:00,46874.82,47097.28,47027.87,46901.25,8.42329679
2022-01-01 15:00:00,46878.52,47478.73,46878.52,47307.45,30.29540809
2022-01-01 16:00:00,47212.94,47521.37,47310.61,47279.8,8.0601149
2022-01-01 17:00:00,47251.14,47958.65,47285.36,47750.97,18.50418731
2022-01-01 18:00:00,47423.82,47836.72,47761.25,47602.51,28.62333528
2022-01-01 19:00:00,47294.83,47618.76,47591.36,47342.62,16.50037094
2022-01-01 20:00:00,47254.32,47560.43,47343.16,47407.74,11.99988901
2022-01-01 21:00:00,47273.04,47547.55,47412.85,47329.09,15.78801444
2022-01-01 22:00:00,47225.85,47492.54,47343.04,47436.64,12.08815561
2022-01-01 23:00:00,47296.36,47813.14,47445.27,47728.93,23.56018113
2022-01-02 00:00:00,47384.68,47757.99,47718.04,47634.25,20.62641395
2022-01-02 01:00:00,47315.6,47639.03,47639.03,47370.71,16.94020528
2022-01-02 02:00:00,47281.47,47447.76,47375.97,47372.41,12.53566281
2022-01-02 03:00:00,47273.5,47455.37,47380.21,47319.01,11.95739519
2022-01-02 04:00:00,46772.24,47409.35,47301.82,46899.02,18.20465826
2022-01-02 05:00:00,46838.48,47077.69,46892.47,47067.6,15.15620426
2022-01-02 06:00:00,47012.81,47228.53,47080.57,47126.79,9.79174236
2022-01-02 07:00:00,47098.93,47286.73,47123.83,47172.72,8.33334816
2022-01-02 08:00:00,46982.22,47245.45,47131.92,47219.29,11.8636788
2022-01-02 09:00:00,47155.55,47489.28,47205.45,47284.75,7.39829576
2022-01-02 10:00:00,47147.9,47341.41,47265.52,47167.7,4.21526883
2022-01-02 11:00:00,47154.84,47380.15,47154.84,47235.77,6.11956676
2022-01-02 12:00:00,47019.45,47434.95,47238.28,47298.86,8.75018596
2022-01-02 13:00:00,47072.25,47284.87,47284.87,47131.63,9.71207939
2022-01-02 14:00:00,47019.61,47196.22,47133.43,47120.18,9.16011258
2022-01-02 15:00:00,47066.69,47379.5,47124.3,47340.4,11.21649866
2022-01-02 16:00:00,47288.79,47880.03,47341.69,47799.96,21.82186352
2022-01-02 17:00:00,47328.07,47987.85,47804.32,47387.73,35.42377201
2022-01-02 18:00:00,46644.55,47387.03,47387.03,47054.19,29.86039669
2022-01-02 19:00:00,46862.83,47212.91,47049.73,46918.22,18.7707124
2022-01-02 20:00:00,46833.17,47052.37,46911.96,46999.93,12.98262412
2022-01-02 21:00:00,46924.66,47173.11,46980.44,47015.4,25.73174408
2022-01-02 22:00:00,47031.25,47389.89,47031.25,47326.08,21.5875605
2022-01-02 23:00:00,47269.64,47475.6,47326.13,47289.79,19.5005691
2022-01-03 00:00:00,47025.88,47279.64,47270.43,47025.88,10.16538989
2022-01-03 01:00:00,46949.98,47144.96,47030.92,47100.25,22.17751383
2022-01-03 02:00:00,46858.47,47100.68,47096.52,46994.32,20.0570465
2022-01-03 03:00:00,46720.82,47073.86,46995.97,46802.35,12.84324581
2022-01-03 04:00:00,46756.93,46935.99,46778.08,46817.19,10.03410534
2022-01-03 05:00:00,46777.53,47212.0,46820.87,47090.63,12.68789751
2022-01-03 06:00:00,46892.13,47093.16,47091.43,46902.6,6.76933035
2022-01-03 07:00:00,46855.67,47078.5,46890.77,47049.58,7.17064326
2022-01-03 08:00:00,46940.75,47141.88,47053.49,46984.05,6.18518813
2022-01-03 09:00:00,46780.69,47098.45,46987.36,46981.24,9.07253209
2022-01-03 10:00:00,46988.76,47253.18,46988.76,47159.54,8.11818519
2022-01-03 11:00:00,47176.69,47429.95,47176.69,47402.53,8.59014695
2022-01-03 12:00:00,47186.12,47565.16,47411.37,47189.15,12.64819703
2022-01-03 13:00:00,47134.25,47350.1,47218.31,47142.37,15.15343355
2022-01-03 14:00:00,46789.25,47277.71,47130.96,46875.84,24.12874614
2022-01-03 15:00:00,46600.41,47005.98,46875.57,46675.99,17.0630595
2022-01-03 16:00:00,46282.08,46766.51,46667.71,46478.46,21.51126006
2022-01-03 17:00:00,46419.67,46783.96,46460.37,46584.98,17.3503409
2022-01-03 18:00:00,46411.55,46730.35,46594.66,46473.14,16.61655561
2022-01-03 19:00:00,46356.69,46651.13,46454.65,46378.05,13.13220434
2022-01-03 20:00:00,45700.0,46407.93,46351.54,45920.52,41.83284866
2022-01-03 21:00:00,45818.12,46259.99,45920.52,45969.88,20.28473497
2022-01-03 22:00:00,45969.69,46457.31,45979.52,46215.45,33.67204977
